Temperature ,Humidity,Soil moisture,Solar Radiation,Plant Mood
28.8,85.68,692.72,94.72,Too Dark 🌑
24.41,77.97,632.07,527.47,Happy 😊
26.21,63.17,559.35,404.27,Happy 😊
25.01,78.25,338.61,242.09,Thirsty 🥵
31.14,76.01,145.2,448.81,Thirsty 🥵
25.21,75.17,271.55,97.3,Stressed 😣
19.64,84.21,511.66,245.33,Happy 😊
22.89,86.11,611.19,331.24,Happy 😊
26.21,70.56,160.4,306.45,Thirsty 🥵
20.13,91.32,675.02,320.0,Happy 😊
27.87,71.7,550.85,504.82,Happy 😊
25.27,64.19,503.55,108.58,Too Dark 🌑
27.13,81.26,429.65,384.84,Happy 😊
26.35,61.03,633.16,133.55,Too Dark 🌑
23.44,64.18,590.37,173.79,Too Dark 🌑
25.56,93.03,423.49,20.48,Too Dark 🌑
22.75,72.45,426.56,457.14,Happy 😊
18.97,74.03,639.84,219.94,Happy 😊
31.53,85.19,190.14,158.52,Stressed 😣
29.9,88.07,453.77,73.7,Too Dark 🌑
31.07,83.25,222.67,325.92,Thirsty 🥵
28.86,85.82,464.54,41.15,Too Dark 🌑
30.0,62.2,231.0,258.0,Thirsty 🥵
21.33,80.38,266.4,601.17,Thirsty 🥵
22.45,72.15,679.31,90.88,Too Dark 🌑
19.42,64.49,621.55,54.53,Too Dark 🌑
30.33,88.03,684.7,504.0,Happy 😊
31.77,91.77,488.83,269.79,Happy 😊
25.98,74.8,278.95,8.17,Stressed 😣
25.35,86.16,401.29,342.03,Happy 😊
28.9,83.7,503.0,732.0,Happy 😊
28.7,73.07,322.85,453.1,Thirsty 🥵
25.61,84.29,323.33,409.7,Thirsty 🥵
20.92,84.41,642.03,575.75,Happy 😊
26.53,69.65,692.95,734.89,Happy 😊
31.28,91.67,653.41,588.84,Happy 😊
30.24,73.62,556.72,573.2,Happy 😊
24.83,74.33,647.99,374.34,Happy 😊
30.2,78.7,307.0,622.0,Thirsty 🥵
24.98,71.56,384.27,725.76,Happy 😊
28.29,72.93,697.15,691.38,Happy 😊
20.13,66.03,183.09,649.2,Thirsty 🥵
22.01,70.73,170.41,101.1,Stressed 😣
26.19,93.2,206.07,14.41,Stressed 😣
21.55,60.3,534.52,527.47,Happy 😊
28.17,88.18,148.94,252.09,Thirsty 🥵
31.4,63.92,120.65,602.21,Thirsty 🥵
27.75,72.84,123.18,290.3,Thirsty 🥵
21.96,79.3,535.95,719.94,Happy 😊
21.24,80.52,393.7,737.63,Happy 😊
28.9,85.8,196.0,203.0,Thirsty 🥵
30.91,86.89,190.82,419.77,Thirsty 🥵
29.35,64.2,396.71,343.63,Happy 😊
29.99,67.9,620.3,646.83,Happy 😊
20.01,70.21,120.28,447.57,Thirsty 🥵
27.71,70.24,138.39,392.59,Thirsty 🥵
29.9,65.2,229.0,258.0,Thirsty 🥵
24.02,93.16,357.59,429.47,Happy 😊
29.63,63.23,378.75,517.53,Happy 😊
29.8,77.27,443.55,610.72,Happy 😊
29.76,74.34,606.84,561.27,Happy 😊
22.48,70.63,187.21,610.9,Thirsty 🥵
20.77,61.52,356.18,467.15,Happy 😊
30.3,75.6,306.0,196.0,Stressed 😣
24.27,69.03,421.63,648.72,Happy 😊
21.96,94.55,211.34,25.67,Stressed 😣
20.29,91.51,251.53,333.4,Thirsty 🥵
21.92,85.9,221.61,262.37,Thirsty 🥵
21.05,93.26,567.99,644.79,Happy 😊
22.08,93.77,464.34,493.29,Happy 😊
22.25,80.99,697.48,312.6,Happy 😊
26.0,70.12,467.37,456.67,Happy 😊
21.7,63.75,687.2,297.75,Happy 😊
29.5,80.6,306.0,622.0,Thirsty 🥵
28.9,85.8,196.0,203.0,Thirsty 🥵
28.14,72.26,290.16,345.22,Thirsty 🥵
29.15,88.88,194.12,399.95,Thirsty 🥵
28.6,79.5,265.0,43.0,Stressed 😣
25.7,95.0,212.0,195.0,Stressed 😣
25.44,66.78,605.59,141.1,Too Dark 🌑
18.07,85.65,132.21,5.31,Stressed 😣
25.25,63.28,134.4,236.8,Thirsty 🥵
21.55,75.87,651.96,161.61,Too Dark 🌑
29.36,66.17,230.5,524.06,Thirsty 🥵
23.06,86.81,128.87,523.79,Thirsty 🥵
27.02,84.43,463.59,448.27,Happy 😊
31.66,91.9,665.67,298.89,Happy 😊
28.51,64.34,550.21,426.52,Happy 😊
26.26,75.56,157.93,347.12,Thirsty 🥵
24.36,89.48,132.99,536.79,Thirsty 🥵
19.68,89.09,658.34,169.36,Too Dark 🌑
19.09,67.64,126.11,431.19,Thirsty 🥵
30.66,69.53,585.39,46.02,Too Dark 🌑
30.4,78.51,258.0,737.22,Thirsty 🥵
21.8,67.04,521.93,615.6,Happy 😊
20.37,62.67,135.02,10.24,Stressed 😣
23.24,90.88,393.02,245.68,Happy 😊
24.34,74.27,682.56,506.26,Happy 😊
29.08,76.16,639.71,588.34,Happy 😊
23.84,84.32,526.97,141.79,Too Dark 🌑
23.24,64.21,250.16,716.35,Thirsty 🥵
29.01,67.34,463.58,132.06,Too Dark 🌑
30.2,77.6,307.0,622.0,Thirsty 🥵
28.5,77.6,265.0,43.0,Stressed 😣
21.46,71.29,310.08,376.73,Thirsty 🥵
19.62,70.77,553.32,607.15,Happy 😊
26.62,80.22,470.52,556.44,Happy 😊
21.87,60.97,391.97,222.4,Happy 😊
25.66,62.54,346.16,713.99,Thirsty 🥵
20.54,69.29,200.87,521.57,Thirsty 🥵
21.25,93.12,389.39,43.19,Too Dark 🌑
27.95,71.07,316.94,165.8,Stressed 😣
18.42,94.45,327.37,503.28,Thirsty 🥵
21.44,76.68,444.24,295.68,Happy 😊
26.8,79.09,391.05,646.66,Happy 😊
26.71,81.98,554.38,403.54,Happy 😊
22.03,90.34,689.83,299.42,Happy 😊
23.01,93.27,673.55,522.35,Happy 😊
27.6,89.0,502.0,203.0,Happy 😊
22.07,76.12,424.34,269.95,Happy 😊
22.44,85.34,573.64,34.31,Too Dark 🌑
18.22,81.46,239.22,399.6,Thirsty 🥵
31.54,67.8,373.82,202.77,Happy 😊
26.64,90.54,320.6,535.24,Thirsty 🥵
25.97,73.17,631.5,486.69,Happy 😊
30.55,61.1,464.87,351.43,Happy 😊
26.28,83.26,389.59,741.35,Happy 😊
20.18,72.17,301.58,496.72,Thirsty 🥵
22.43,66.93,438.68,309.7,Happy 😊
18.6,63.21,475.22,504.84,Happy 😊
24.36,77.83,490.16,617.77,Happy 😊
27.76,73.4,381.85,498.1,Happy 😊
22.68,60.07,268.33,24.38,Stressed 😣
26.16,90.89,123.03,114.06,Stressed 😣
28.78,62.86,638.85,522.78,Happy 😊
20.99,66.29,658.43,84.83,Too Dark 🌑
24.87,66.91,235.77,567.87,Thirsty 🥵
18.47,83.47,595.98,110.86,Too Dark 🌑
26.97,61.07,142.89,712.28,Thirsty 🥵
22.46,68.29,143.84,730.62,Thirsty 🥵
31.76,65.38,514.67,4.63,Too Dark 🌑
27.6,89.0,214.0,792.0,Thirsty 🥵
19.73,92.36,461.34,9.34,Too Dark 🌑
19.13,70.08,652.42,235.22,Happy 😊
25.8,95.7,209.0,195.0,Stressed 😣
21.57,86.09,139.19,60.44,Stressed 😣
29.0,86.7,195.0,203.0,Thirsty 🥵
20.94,70.54,214.42,337.93,Thirsty 🥵
28.9,80.4,228.0,35.0,Stressed 😣
22.38,69.11,505.03,660.73,Happy 😊
30.56,62.5,401.86,267.72,Happy 😊
21.69,76.23,136.06,188.83,Stressed 😣
31.9,63.62,415.68,640.36,Happy 😊
18.35,77.54,694.72,611.24,Happy 😊
20.78,85.53,280.14,163.55,Stressed 😣
26.06,67.08,344.1,358.45,Thirsty 🥵
